code,label
"const sanitize = require('mongo-sanitize');\n        app.get('/users/:username', (req, res) => {\n          const username = sanitize(req.params.username);\n          // Fetch user data from the database using sanitized 'username'.\n        });\n        ",0
"const crypto = require('crypto');\n        const secureRandomNumber = crypto.randomBytes(16).toString('hex');\n        ",0
"const bcrypt = require('bcrypt');\n        app.post('/register', async (req, res) => {\n          const { username, password } = req.body;\n          const saltRounds = 10;\n          const hashedPassword = await bcrypt.hash(password, saltRounds);\n          // Save 'username' and 'hashedPassword' to the database.\n          res.send('User registered successfully!');\n        });\n        ",0
"const crypto = require('crypto');\n        const ssn = '123-45-6789';\n        const hashedSSN = crypto.createHash('sha256').update(ssn).digest('hex');\n        ",0
"app.use((req, res, next) => {\n            res.setHeader('Content-Security-Policy', ""default-src 'self'"");\n            next();\n          });\n          ",0
"const cors = require('cors');\n        app.use(cors({\n          origin: 'https://your-allowed-origin.com',\n          methods: ['GET', 'POST'],\n          allowedHeaders: ['Content-Type', 'Authorization']\n        }));\n        ",0
"const { v4: uuidv4 } = require('uuid');\n        const uniqueId = uuidv4();",0
"function login(username, password) {if (login.attempts === undefined) {\n  login.attempts = 1;\n} else if (login.attempts >= 3) {\n  login.attempts = 1;\n  return ""Rate limited"";\n} else {\n  login.attempts++;\n}\n\nreturn ""Invalid password"";\n}",0
"function authenticate(user, password) {\n  if (authenticate.failedAttempts === undefined) {\n    authenticate.failedAttempts = 0;\n  }\n\n  if (authenticate.failedAttempts >= 5) {\n    return ""Rate limit exceeded. Try again later."";\n  }\n\n  if (user === ""admin"" && password === ""admin123"") {\n    authenticate.failedAttempts = 0;\n    return ""Authentication successful."";\n  } else {\n    authenticate.failedAttempts++;\n    return ""Invalid credentials."";\n  }\n}",0
"function processRequest(data) {\n  if (processRequest.rateLimit === undefined) {\n    processRequest.rateLimit = 1;\n  } else if (processRequest.rateLimit >= 10) {\n    return ""Rate limit exceeded. Please try again later."";\n  } else {\n    processRequest.rateLimit++;\n  }\n\n  // Process the data here\n  return ""Request processed successfully."";\n}",0
"function getAccessToken(clientId, clientSecret) {\n  if (!getAccessToken.tokenRequests) {\n    getAccessToken.tokenRequests = {};\n  }\n\n  const clientIdSecret = `${clientId}:${clientSecret}`;\n  if (!getAccessToken.tokenRequests[clientIdSecret]) {\n    getAccessToken.tokenRequests[clientIdSecret] = 1;\n  } else if (getAccessToken.tokenRequests[clientIdSecret] >= 5) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    getAccessToken.tokenRequests[clientIdSecret]++;\n  }\n\n  // Fetch and return the access token\n  return ""Bearer xyz123456"";\n}",0
"function processOrder(orderData) {\n  if (processOrder.rateLimit === undefined) {\n    processOrder.rateLimit = 1;\n  } else if (processOrder.rateLimit >= 20) {\n    return ""Rate limit reached. Please wait and try again."";\n  } else {\n    processOrder.rateLimit++;\n  }\n\n  // Process the order data here\n  return ""Order processed successfully."";\n}",0
"function sendNotification(message) {\n  if (sendNotification.rateLimit === undefined) {\n    sendNotification.rateLimit = 1;\n  } else if (sendNotification.rateLimit >= 50) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    sendNotification.rateLimit++;\n  }\n\n  // Send the notification here\n  return ""Notification sent successfully."";\n}",0
"function addToCart(item) {\n  if (!addToCart.cart) {\n    addToCart.cart = [];\n  }\n\n  if (addToCart.cart.length >= 10) {\n    return ""Cart is full. Cannot add more items."";\n  }\n\n  addToCart.cart.push(item);\n  return ""Item added to cart successfully."";\n}",0
"function createSession(sessionData) {\n  if (createSession.sessions === undefined) {\n    createSession.sessions = 1;\n  } else if (createSession.sessions >= 100) {\n    return ""Rate limit exceeded. Please try again later."";\n  } else {\n    createSession.sessions++;\n  }\n\n  // Create the session here\n  return ""Session created successfully."";\n}",0
"function submitForm(formData) {\n  if (submitForm.submissions === undefined) {\n    submitForm.submissions = 1;\n  } else if (submitForm.submissions >= 5) {\n    return ""Rate limit exceeded. Please try again later."";\n  } else {\n    submitForm.submissions++;\n  }\n\n  // Process the form data here\n  return ""Form submitted successfully."";\n}",0
"function performAction(actionData) {\n  if (performAction.rateLimit === undefined) {\n    performAction.rateLimit = 1;\n  } else if (performAction.rateLimit >= 100) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    performAction.rateLimit++;\n  }\n\n  // Perform the action here\n  return ""Action performed successfully."";\n}",0
"function updateProfile(profileData) {\n  if (updateProfile.rateLimit === undefined) {\n    updateProfile.rateLimit = 1;\n  } else if (updateProfile.rateLimit >= 3) {\n    return ""Rate limit exceeded. Please try again later."";\n  } else {\n    updateProfile.rateLimit++;\n  }\n\n  // Update the user profile here\n  return ""Profile updated successfully."";\n}",0
"function requestResource(resourceId) {\n  if (!requestResource.requestCount) {\n    requestResource.requestCount = {};\n  }\n\n  if (!requestResource.requestCount[resourceId]) {\n    requestResource.requestCount[resourceId] = 1;\n  } else if (requestResource.requestCount[resourceId] >= 50) {\n    return ""Rate limit reached for this resource. Please try again later."";\n  } else {\n    requestResource.requestCount[resourceId]++;\n  }\n\n  // Fetch and return the requested resource\n  return ""Resource data for "" + resourceId;\n}",0
"function sendEmail(emailData) {\n  if (sendEmail.rateLimit === undefined) {\n    sendEmail.rateLimit = 1;\n  } else if (sendEmail.rateLimit >= 20) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    sendEmail.rateLimit++;\n  }\n\n  // Send the email here\n  return ""Email sent successfully."";\n}",0
"function requestToken(tokenData) {\n  if (!requestToken.tokens) {\n    requestToken.tokens = [];\n  }\n\n  if (requestToken.tokens.length >= 5) {\n    return ""Rate limit exceeded. Cannot request more tokens."";\n  }\n\n  requestToken.tokens.push(tokenData);\n  return ""Token requested successfully."";\n}",0
"function fetchResource(resourceId) {\n  if (!fetchResource.rateLimit) {\n    fetchResource.rateLimit = {};\n  }\n\n  if (!fetchResource.rateLimit[resourceId]) {\n    fetchResource.rateLimit[resourceId] = 1;\n  } else if (fetchResource.rateLimit[resourceId] >= 10) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    fetchResource.rateLimit[resourceId]++;\n  }\n\n  // Fetch and return the resource data\n  return ""Data for "" + resourceId;\n}",0
"function requestImage(imageId) {\n  if (!requestImage.rateLimit) {\n    requestImage.rateLimit = {};\n  }\n\n  if (!requestImage.rateLimit[imageId]) {\n    requestImage.rateLimit[imageId] = 1;\n  } else if (requestImage.rateLimit[imageId] >= 100) {\n    return ""Rate limit reached for this image. Please try again later."";\n  } else {\n    requestImage.rateLimit[imageId]++;\n  }\n\n  // Fetch and return the requested image\n  return ""Image data for "" + imageId;\n}",0
"function createAccount(userData) {\n  if (createAccount.rateLimit === undefined) {\n    createAccount.rateLimit = 1;\n  } else if (createAccount.rateLimit >= 2) {\n    return ""Rate limit exceeded. Please try again later."";\n  } else {\n    createAccount.rateLimit++;\n  }\n\n  // Create the user account here\n  return ""Account created successfully."";\n}",0
"function requestDocument(documentId) {\n  if (!requestDocument.requestCount) {\n    requestDocument.requestCount = {};\n  }\n\n  if (!requestDocument.requestCount[documentId]) {\n    requestDocument.requestCount[documentId] = 1;\n  } else if (requestDocument.requestCount[documentId] >= 50) {\n    return ""Rate limit reached for this document. Please try again later."";\n  } else {\n    requestDocument.requestCount[documentId]++;\n  }\n\n  // Fetch and return the requested document\n  return ""Document content for "" + documentId;\n}",0
"function updateSettings(settingsData) {\n  if (updateSettings.rateLimit === undefined) {\n    updateSettings.rateLimit = 1;\n  } else if (updateSettings.rateLimit >= 10) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    updateSettings.rateLimit++;\n  }\n\n  // Update the settings data here\n  return ""Settings updated successfully."";\n}",0
"function requestAPI(apiEndpoint, requestData) {\n  if (!requestAPI.rateLimit) {\n    requestAPI.rateLimit = {};\n  }\n\n  if (!requestAPI.rateLimit[apiEndpoint]) {\n    requestAPI.rateLimit[apiEndpoint] = 1;\n  } else if (requestAPI.rateLimit[apiEndpoint] >= 100) {\n    return ""Rate limit exceeded for this API endpoint. Please try again later."";\n  } else {\n    requestAPI.rateLimit[apiEndpoint]++;\n  }\n\n  // Make the API request and return the response\n  return ""Response from API "" + apiEndpoint;\n}",0
"function requestResource(resourceId) {\n  if (!requestResource.rateLimit) {\n    requestResource.rateLimit = {};\n  }\n\n  if (!requestResource.rateLimit[resourceId]) {\n    requestResource.rateLimit[resourceId] = 1;\n  } else if (requestResource.rateLimit[resourceId] >= 50) {\n    return ""Rate limit exceeded for this resource. Please try again later."";\n  } else {\n    requestResource.rateLimit[resourceId]++;\n  }\n\n  // Fetch and return the resource data\n  return ""Resource data for "" + resourceId;\n}",0
"function sendSMS(phoneNumber, message) {\n  if (sendSMS.rateLimit === undefined) {\n    sendSMS.rateLimit = 1;\n  } else if (sendSMS.rateLimit >= 50) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    sendSMS.rateLimit++;\n  }\n\n  // Send the SMS message here\n  return ""SMS sent to "" + phoneNumber;\n}",0
"function fetchUserData(userId) {\n  if (fetchUserData.rateLimit === undefined) {\n    fetchUserData.rateLimit = 1;\n  } else if (fetchUserData.rateLimit >= 5) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    fetchUserData.rateLimit++;\n  }\n\n  // Fetch and return the user data\n  return ""User data for "" + userId;\n}",0
"function uploadFile(fileData) {\n  if (uploadFile.rateLimit === undefined) {\n    uploadFile.rateLimit = 1;\n  } else if (uploadFile.rateLimit >= 2) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    uploadFile.rateLimit++;\n  }\n\n  // Upload the file here\n  return ""File uploaded successfully."";\n}",0
"function postComment(commentData) {\n  if (postComment.rateLimit === undefined) {\n    postComment.rateLimit = 1;\n  } else if (postComment.rateLimit >= 20) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    postComment.rateLimit++;\n  }\n\n  // Post the comment here\n  return ""Comment posted successfully."";\n}",0
"function createEvent(eventData) {\n  if (createEvent.rateLimit === undefined) {\n    createEvent.rateLimit = 1;\n  } else if (createEvent.rateLimit >= 10) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    createEvent.rateLimit++;\n  }\n\n  // Create the event here\n  return ""Event created successfully."";\n}",0
"function addFriend(userId) {\n  if (addFriend.rateLimit === undefined) {\n    addFriend.rateLimit = 1;\n  } else if (addFriend.rateLimit >= 50) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    addFriend.rateLimit++;\n  }\n\n  // Add the friend here\n  return ""Friend added successfully."";\n}",0
"function requestResource(resourceId) {\n  if (!requestResource.rateLimit) {\n    requestResource.rateLimit = {};\n  }\n\n  if (!requestResource.rateLimit[resourceId]) {\n    requestResource.rateLimit[resourceId] = 1;\n  } else if (requestResource.rateLimit[resourceId] >= 100) {\n    return ""Rate limit exceeded for this resource. Please try again later."";\n  } else {\n    requestResource.rateLimit[resourceId]++;\n  }\n\n  // Fetch and return the resource data\n  return ""Resource data for "" + resourceId;\n}",0
"function createPost(postData) {\n  if (createPost.rateLimit === undefined) {\n    createPost.rateLimit = 1;\n  } else if (createPost.rateLimit >= 20) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    createPost.rateLimit++;\n  }\n\n  // Create the post here\n  return ""Post created successfully."";\n}",0
"function submitFeedback(feedbackData) {\n  if (submitFeedback.rateLimit === undefined) {\n    submitFeedback.rateLimit = 1;\n  } else if (submitFeedback.rateLimit >= 50) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    submitFeedback.rateLimit++;\n  }\n\n  // Submit the feedback here\n  return ""Feedback submitted successfully."";\n}",0
"function requestResource(resourceId) {\n  if (!requestResource.rateLimit) {\n    requestResource.rateLimit = {};\n  }\n\n  if (!requestResource.rateLimit[resourceId]) {\n    requestResource.rateLimit[resourceId] = 1;\n  } else if (requestResource.rateLimit[resourceId] >= 100) {\n    return ""Rate limit exceeded for this resource. Please try again later."";\n  } else {\n    requestResource.rateLimit[resourceId]++;\n  }\n\n  // Fetch and return the resource data\n  return ""Resource data for "" + resourceId;\n}",0
"function updateProfile(profileData) {\n  if (updateProfile.rateLimit === undefined) {\n    updateProfile.rateLimit = 1;\n  } else if (updateProfile.rateLimit >= 3) {\n    return ""Rate limit exceeded. Please try again later."";\n  } else {\n    updateProfile.rateLimit++;\n  }\n\n  // Update the user profile here\n  return ""Profile updated successfully."";\n}",0
"function requestResource(resourceId) {\n  if (!requestResource.rateLimit) {\n    requestResource.rateLimit = {};\n  }\n\n  if (!requestResource.rateLimit[resourceId]) {\n    requestResource.rateLimit[resourceId] = 1;\n  } else if (requestResource.rateLimit[resourceId] >= 100) {\n    return ""Rate limit exceeded for this resource. Please try again later."";\n  } else {\n    requestResource.rateLimit[resourceId]++;\n  }\n\n  // Fetch and return the resource data\n  return ""Resource data for "" + resourceId;\n}",0
"function sendRequest(requestData) {\n  if (sendRequest.rateLimit === undefined) {\n    sendRequest.rateLimit = 1;\n  } else if (sendRequest.rateLimit >= 50) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    sendRequest.rateLimit++;\n  }\n\n  // Send the request here\n  return ""Request sent successfully."";\n}",0
"function submitForm(formData) {\n  if (submitForm.rateLimit === undefined) {\n    submitForm.rateLimit = 1;\n  } else if (submitForm.rateLimit >= 5) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    submitForm.rateLimit++;\n  }\n\n  // Process the form data here\n  return ""Form submitted successfully."";\n}",0
"function createPost(postData) {\n  if (createPost.rateLimit === undefined) {\n    createPost.rateLimit = 1;\n  } else if (createPost.rateLimit >= 20) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    createPost.rateLimit++;\n  }\n\n  // Create the post here\n  return ""Post created successfully."";\n}",0
"function addComment(commentData) {\n  if (addComment.rateLimit === undefined) {\n    addComment.rateLimit = 1;\n  } else if (addComment.rateLimit >= 30) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    addComment.rateLimit++;\n  }\n\n  // Add the comment here\n  return ""Comment added successfully."";\n}",0
"function requestResource(resourceId) {\n  if (!requestResource.rateLimit) {\n    requestResource.rateLimit = {};\n  }\n\n  if (!requestResource.rateLimit[resourceId]) {\n    requestResource.rateLimit[resourceId] = 1;\n  } else if (requestResource.rateLimit[resourceId] >= 100) {\n    return ""Rate limit exceeded for this resource. Please try again later."";\n  } else {\n    requestResource.rateLimit[resourceId]++;\n  }\n\n  // Fetch and return the resource data\n  return ""Resource data for "" + resourceId;\n}",0
"function requestResource(resourceId) {\n  if (!requestResource.rateLimit) {\n    requestResource.rateLimit = {};\n  }\n\n  if (!requestResource.rateLimit[resourceId]) {\n    requestResource.rateLimit[resourceId] = 1;\n  } else if (requestResource.rateLimit[resourceId] >= 100) {\n    return ""Rate limit exceeded for this resource. Please try again later."";\n  } else {\n    requestResource.rateLimit[resourceId]++;\n  }\n\n  // Fetch and return the resource data\n  return ""Resource data for "" + resourceId;\n}",0
"function sendRequest(requestData) {\n  if (sendRequest.rateLimit === undefined) {\n    sendRequest.rateLimit = 1;\n  } else if (sendRequest.rateLimit >= 50) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    sendRequest.rateLimit++;\n  }\n\n  // Send the request here\n  return ""Request sent successfully."";\n}",0
"function submitForm(formData) {\n  if (submitForm.rateLimit === undefined) {\n    submitForm.rateLimit = 1;\n  } else if (submitForm.rateLimit >= 5) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    submitForm.rateLimit++;\n  }\n\n  // Process the form data here\n  return ""Form submitted successfully."";\n}",0
"function createPost(postData) {\n  if (createPost.rateLimit === undefined) {\n    createPost.rateLimit = 1;\n  } else if (createPost.rateLimit >= 20) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    createPost.rateLimit++;\n  }\n\n  // Create the post here\n  return ""Post created successfully."";\n}",0
"function addComment(commentData) {\n  if (addComment.rateLimit === undefined) {\n    addComment.rateLimit = 1;\n  } else if (addComment.rateLimit >= 30) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    addComment.rateLimit++;\n  }\n\n  // Add the comment here\n  return ""Comment added successfully."";\n}",0
"function requestResource(resourceId) {\n  if (!requestResource.rateLimit) {\n    requestResource.rateLimit = {};\n  }\n\n  if (!requestResource.rateLimit[resourceId]) {\n    requestResource.rateLimit[resourceId] = 1;\n  } else if (requestResource.rateLimit[resourceId] >= 100) {\n    return ""Rate limit exceeded for this resource. Please try again later."";\n  } else {\n    requestResource.rateLimit[resourceId]++;\n  }\n\n  // Fetch and return the resource data\n  return ""Resource data for "" + resourceId;\n}",0
"function sendRequest(requestData) {\n  if (sendRequest.rateLimit === undefined) {\n    sendRequest.rateLimit = 1;\n  } else if (sendRequest.rateLimit >= 50) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    sendRequest.rateLimit++;\n  }\n\n  // Send the request here\n  return ""Request sent successfully."";\n}",0
"function submitForm(formData) {\n  if (submitForm.rateLimit === undefined) {\n    submitForm.rateLimit = 1;\n  } else if (submitForm.rateLimit >= 5) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    submitForm.rateLimit++;\n  }\n\n  // Process the form data here\n  return ""Form submitted successfully."";\n}",0
"function createPost(postData) {\n  if (createPost.rateLimit === undefined) {\n    createPost.rateLimit = 1;\n  } else if (createPost.rateLimit >= 20) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    createPost.rateLimit++;\n  }\n\n  // Create the post here\n  return ""Post created successfully."";\n}",0
"function addComment(commentData) {\n  if (addComment.rateLimit === undefined) {\n    addComment.rateLimit = 1;\n  } else if (addComment.rateLimit >= 30) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    addComment.rateLimit++;\n  }\n\n  // Add the comment here\n  return ""Comment added successfully."";\n}",0
"function sendRequest(requestData) {\n  if (sendRequest.rateLimit === undefined) {\n    sendRequest.rateLimit = 1;\n  } else if (sendRequest.rateLimit >= 50) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    sendRequest.rateLimit++;\n  }\n\n  // Send the request here\n  return ""Request sent successfully."";\n}",0
"function submitForm(formData) {\n  if (submitForm.rateLimit === undefined) {\n    submitForm.rateLimit = 1;\n  } else if (submitForm.rateLimit >= 5) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    submitForm.rateLimit++;\n  }\n\n  // Process the form data here\n  return ""Form submitted successfully."";\n}",0
"function createPost(postData) {\n  if (createPost.rateLimit === undefined) {\n    createPost.rateLimit = 1;\n  } else if (createPost.rateLimit >= 20) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    createPost.rateLimit++;\n  }\n\n  // Create the post here\n  return ""Post created successfully."";\n}",0
"function addComment(commentData) {\n  if (addComment.rateLimit === undefined) {\n    addComment.rateLimit = 1;\n  } else if (addComment.rateLimit >= 30) {\n    return ""Rate limit exceeded. Try again later."";\n  } else {\n    addComment.rateLimit++;\n  }\n\n  // Add the comment here\n  return ""Comment added successfully."";\n}",0
"var username = ""admin""; var password = ""admin123"";",1
"function login(username, password) { if (password === ""password"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""1q2w3e4r"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""admin"" && password === ""pa$$w0rd"") { return true; } else { return false; } }",1
"function login(username, password) { if (isValidUser(username) && isValidPassword(password)) { return true; } else { return false; } }",0
"const users = [""user1"", ""user2"", ""user3""]; function login(username, password) { if (users.includes(username) && password === ""password"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""admin123"" || password === ""password"" || password === ""qwerty"") { return true; } else { return false; } }",1
"function login(username, password) { if (isValidCredentials(username, password)) { return true; } else { return false; } }",0
"function login(username, password) { if (username === ""admin"" && password === ""admin@123"") { return true; } else { return false; } }",0
"function add(a, b) { return a + b; }",0
"var username = ""admin""; var password = ""admin123"";",1
"function login(username, password) { if (password === ""password"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""1q2w3e4r"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""admin"" && password === ""pa$$w0rd"") { return true; } else { return false; } }",1
